Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,LoanAmount_log
LP002582,Female,No,0,Not Graduate,Yes,17263,0.0,225.0,360.0,1.0,Semiurban,Y,5.41610040220442
LP002585,Male,Yes,0,Graduate,No,3597,2157.0,119.0,360.0,0.0,Rural,N,4.77912349311153
LP002586,Female,Yes,1,Graduate,No,3326,913.0,105.0,84.0,1.0,Semiurban,Y,4.653960350157523
LP002587,Male,Yes,0,Not Graduate,No,2600,1700.0,107.0,360.0,1.0,Rural,Y,4.672828834461906
LP002588,Male,Yes,0,Graduate,No,4625,2857.0,111.0,12.0,1.0,Urban,Y,4.709530201312334
LP002600,Male,Yes,1,Graduate,Yes,2895,0.0,95.0,360.0,1.0,Semiurban,Y,4.553876891600541
LP002602,Male,No,0,Graduate,No,6283,4416.0,209.0,360.0,0.0,Rural,N,5.342334251964811
LP002603,Female,No,0,Graduate,No,645,3683.0,113.0,480.0,1.0,Rural,Y,4.727387818712341
LP002606,Female,No,0,Graduate,No,3159,0.0,100.0,360.0,1.0,Semiurban,Y,4.605170185988092
LP002615,Male,Yes,2,Graduate,No,4865,5624.0,208.0,360.0,1.0,Semiurban,Y,5.337538079701318
LP002618,Male,Yes,1,Not Graduate,No,4050,5302.0,138.0,360.0,1.0,Rural,N,4.927253685157205
LP002619,Male,Yes,0,Not Graduate,No,3814,1483.0,124.0,300.0,1.0,Semiurban,Y,4.820281565605037
LP002622,Male,Yes,2,Graduate,No,3510,4416.0,243.0,360.0,1.0,Rural,Y,5.493061443340548
LP002624,Male,Yes,0,Graduate,No,20833,6667.0,480.0,360.0,1.0,Urban,Y,6.173786103901937
LP002625,Male,No,0,Graduate,No,3583,0.0,96.0,360.0,1.0,Urban,N,4.564348191467836
LP002626,Male,Yes,0,Graduate,Yes,2479,3013.0,188.0,360.0,1.0,Urban,Y,5.236441962829949
LP002634,Female,No,1,Graduate,No,13262,0.0,40.0,360.0,1.0,Urban,Y,3.6888794541139363
LP002637,Male,No,0,Not Graduate,No,3598,1287.0,100.0,360.0,1.0,Rural,N,4.605170185988092
LP002640,Male,Yes,1,Graduate,No,6065,2004.0,250.0,360.0,1.0,Semiurban,Y,5.521460917862246
LP002643,Male,Yes,2,Graduate,No,3283,2035.0,148.0,360.0,1.0,Urban,Y,4.997212273764115
LP002648,Male,Yes,0,Graduate,No,2130,6666.0,70.0,180.0,1.0,Semiurban,N,4.248495242049359
LP002652,Male,No,0,Graduate,No,5815,3666.0,311.0,360.0,1.0,Rural,N,5.739792912179234
LP002659,Male,Yes,3+,Graduate,No,3466,3428.0,150.0,360.0,1.0,Rural,Y,5.0106352940962555
LP002670,Female,Yes,2,Graduate,No,2031,1632.0,113.0,480.0,1.0,Semiurban,Y,4.727387818712341
LP002682,Male,Yes,0,Not Graduate,No,3074,1800.0,123.0,360.0,0.0,Semiurban,N,4.812184355372417
LP002683,Male,No,0,Graduate,No,4683,1915.0,185.0,360.0,1.0,Semiurban,N,5.220355825078324
LP002684,Female,No,0,Not Graduate,No,3400,0.0,95.0,360.0,1.0,Rural,N,4.553876891600541
LP002689,Male,Yes,2,Not Graduate,No,2192,1742.0,45.0,360.0,1.0,Semiurban,Y,3.8066624897703196
LP002690,Male,No,0,Graduate,No,2500,0.0,55.0,360.0,1.0,Semiurban,Y,4.007333185232471
LP002692,Male,Yes,3+,Graduate,Yes,5677,1424.0,100.0,360.0,1.0,Rural,Y,4.605170185988092
LP002693,Male,Yes,2,Graduate,Yes,7948,7166.0,480.0,360.0,1.0,Rural,Y,6.173786103901937
LP002697,Male,No,0,Graduate,No,4680,2087.0,128.0,360.0,1.0,Semiurban,N,4.852030263919617
LP002699,Male,Yes,2,Graduate,Yes,17500,0.0,400.0,360.0,1.0,Rural,Y,5.991464547107982
LP002705,Male,Yes,0,Graduate,No,3775,0.0,110.0,360.0,1.0,Semiurban,Y,4.700480365792417
LP002706,Male,Yes,1,Not Graduate,No,5285,1430.0,161.0,360.0,0.0,Semiurban,Y,5.081404364984463
LP002714,Male,No,1,Not Graduate,No,2679,1302.0,94.0,360.0,1.0,Semiurban,Y,4.543294782270004
LP002716,Male,No,0,Not Graduate,No,6783,0.0,130.0,360.0,1.0,Semiurban,Y,4.867534450455582
LP002717,Male,Yes,0,Graduate,No,1025,5500.0,216.0,360.0,1.0,Rural,Y,5.375278407684165
LP002720,Male,Yes,3+,Graduate,No,4281,0.0,100.0,360.0,1.0,Urban,Y,4.605170185988092
LP002723,Male,No,2,Graduate,No,3588,0.0,110.0,360.0,0.0,Rural,N,4.700480365792417
LP002729,Male,No,1,Graduate,No,11250,0.0,196.0,360.0,1.0,Semiurban,N,5.278114659230517
LP002731,Female,No,0,Not Graduate,Yes,18165,0.0,125.0,360.0,1.0,Urban,Y,4.8283137373023015
LP002732,Male,No,0,Not Graduate,No,2550,2042.0,126.0,360.0,1.0,Rural,Y,4.836281906951478
LP002734,Male,Yes,0,Graduate,No,6133,3906.0,324.0,360.0,1.0,Urban,Y,5.780743515792329
LP002738,Male,No,2,Graduate,No,3617,0.0,107.0,360.0,1.0,Semiurban,Y,4.672828834461906
LP002739,Male,Yes,0,Not Graduate,No,2917,536.0,66.0,360.0,1.0,Rural,N,4.189654742026425
LP002740,Male,Yes,3+,Graduate,No,6417,0.0,157.0,180.0,1.0,Rural,Y,5.056245805348308
LP002741,Female,Yes,1,Graduate,No,4608,2845.0,140.0,180.0,1.0,Semiurban,Y,4.941642422609304
LP002743,Female,No,0,Graduate,No,2138,0.0,99.0,360.0,0.0,Semiurban,N,4.59511985013459
LP002753,Female,No,1,Graduate,No,3652,0.0,95.0,360.0,1.0,Semiurban,Y,4.553876891600541
LP002755,Male,Yes,1,Not Graduate,No,2239,2524.0,128.0,360.0,1.0,Urban,Y,4.852030263919617
LP002757,Female,Yes,0,Not Graduate,No,3017,663.0,102.0,360.0,1.0,Semiurban,Y,4.624972813284271
LP002767,Male,Yes,0,Graduate,No,2768,1950.0,155.0,360.0,1.0,Rural,Y,5.043425116919247
LP002768,Male,No,0,Not Graduate,No,3358,0.0,80.0,36.0,1.0,Semiurban,N,4.382026634673881
LP002772,Male,No,0,Graduate,No,2526,1783.0,145.0,360.0,1.0,Rural,Y,4.976733742420574
LP002776,Female,No,0,Graduate,No,5000,0.0,103.0,360.0,0.0,Semiurban,N,4.634728988229636
LP002777,Male,Yes,0,Graduate,No,2785,2016.0,110.0,360.0,1.0,Rural,Y,4.700480365792417
LP002778,Male,Yes,2,Graduate,Yes,6633,0.0,128.0,360.0,0.0,Rural,N,4.852030263919617
LP002784,Male,Yes,1,Not Graduate,No,2492,2375.0,128.0,360.0,1.0,Rural,Y,4.852030263919617
LP002785,Male,Yes,1,Graduate,No,3333,3250.0,158.0,360.0,1.0,Urban,Y,5.062595033026967
LP002788,Male,Yes,0,Not Graduate,No,2454,2333.0,181.0,360.0,0.0,Urban,N,5.198497031265826
LP002789,Male,Yes,0,Graduate,No,3593,4266.0,132.0,180.0,0.0,Rural,N,4.882801922586371
LP002792,Male,Yes,1,Graduate,No,5468,1032.0,26.0,360.0,1.0,Semiurban,Y,3.258096538021482
LP002794,Female,No,0,Graduate,No,2667,1625.0,84.0,360.0,1.0,Urban,Y,4.430816798843313
LP002795,Male,Yes,3+,Graduate,Yes,10139,0.0,260.0,360.0,1.0,Semiurban,Y,5.560681631015528
LP002798,Male,Yes,0,Graduate,No,3887,2669.0,162.0,360.0,1.0,Semiurban,Y,5.087596335232384
LP002804,Female,Yes,0,Graduate,No,4180,2306.0,182.0,360.0,1.0,Semiurban,Y,5.204006687076795
LP002807,Male,Yes,2,Not Graduate,No,3675,242.0,108.0,360.0,1.0,Semiurban,Y,4.68213122712422
LP002813,Female,Yes,1,Graduate,Yes,19484,0.0,600.0,360.0,1.0,Semiurban,Y,6.396929655216146
LP002820,Male,Yes,0,Graduate,No,5923,2054.0,211.0,360.0,1.0,Rural,Y,5.351858133476067
LP002821,Male,No,0,Not Graduate,Yes,5800,0.0,132.0,360.0,1.0,Semiurban,Y,4.882801922586371
LP002832,Male,Yes,2,Graduate,No,8799,0.0,258.0,360.0,0.0,Urban,N,5.552959584921617
LP002833,Male,Yes,0,Not Graduate,No,4467,0.0,120.0,360.0,1.0,Rural,Y,4.787491742782046
LP002836,Male,No,0,Graduate,No,3333,0.0,70.0,360.0,1.0,Urban,Y,4.248495242049359
LP002837,Male,Yes,3+,Graduate,No,3400,2500.0,123.0,360.0,0.0,Rural,N,4.812184355372417
LP002840,Female,No,0,Graduate,No,2378,0.0,9.0,360.0,1.0,Urban,N,2.1972245773362196
LP002841,Male,Yes,0,Graduate,No,3166,2064.0,104.0,360.0,0.0,Urban,N,4.6443908991413725
LP002842,Male,Yes,1,Graduate,No,3417,1750.0,186.0,360.0,1.0,Urban,Y,5.225746673713202
LP002847,Male,Yes,0,Graduate,No,5116,1451.0,165.0,360.0,0.0,Urban,N,5.10594547390058
LP002855,Male,Yes,2,Graduate,No,16666,0.0,275.0,360.0,1.0,Urban,Y,5.616771097666572
LP002862,Male,Yes,2,Not Graduate,No,6125,1625.0,187.0,480.0,1.0,Semiurban,N,5.231108616854587
LP002863,Male,Yes,3+,Graduate,No,6406,0.0,150.0,360.0,1.0,Semiurban,N,5.0106352940962555
LP002868,Male,Yes,2,Graduate,No,3159,461.0,108.0,84.0,1.0,Urban,Y,4.68213122712422
LP002872,Male,Yes,0,Graduate,No,3087,2210.0,136.0,360.0,0.0,Semiurban,N,4.912654885736052
LP002874,Male,No,0,Graduate,No,3229,2739.0,110.0,360.0,1.0,Urban,Y,4.700480365792417
LP002877,Male,Yes,1,Graduate,No,1782,2232.0,107.0,360.0,1.0,Rural,Y,4.672828834461906
LP002888,Male,No,0,Graduate,No,3182,2917.0,161.0,360.0,1.0,Urban,Y,5.081404364984463
LP002892,Male,Yes,2,Graduate,No,6540,0.0,205.0,360.0,1.0,Semiurban,Y,5.3230099791384085
LP002893,Male,No,0,Graduate,No,1836,33837.0,90.0,360.0,1.0,Urban,N,4.499809670330265
LP002894,Female,Yes,0,Graduate,No,3166,0.0,36.0,360.0,1.0,Semiurban,Y,3.58351893845611
LP002898,Male,Yes,1,Graduate,No,1880,0.0,61.0,360.0,1.0,Rural,N,4.110873864173311
LP002911,Male,Yes,1,Graduate,No,2787,1917.0,146.0,360.0,0.0,Rural,N,4.983606621708336
LP002912,Male,Yes,1,Graduate,No,4283,3000.0,172.0,84.0,1.0,Rural,N,5.147494476813453
LP002916,Male,Yes,0,Graduate,No,2297,1522.0,104.0,360.0,1.0,Urban,Y,4.6443908991413725
LP002917,Female,No,0,Not Graduate,No,2165,0.0,70.0,360.0,1.0,Semiurban,Y,4.248495242049359
LP002925,Male,No,0,Graduate,No,4750,0.0,94.0,360.0,1.0,Semiurban,Y,4.543294782270004
LP002926,Male,Yes,2,Graduate,Yes,2726,0.0,106.0,360.0,0.0,Semiurban,N,4.663439094112067
LP002928,Male,Yes,0,Graduate,No,3000,3416.0,56.0,180.0,1.0,Semiurban,Y,4.02535169073515
LP002931,Male,Yes,2,Graduate,Yes,6000,0.0,205.0,240.0,1.0,Semiurban,N,5.3230099791384085
LP002933,Male,No,3+,Graduate,Yes,9357,0.0,292.0,360.0,1.0,Semiurban,Y,5.676753802268282
LP002936,Male,Yes,0,Graduate,No,3859,3300.0,142.0,180.0,1.0,Rural,Y,4.955827057601261
LP002938,Male,Yes,0,Graduate,Yes,16120,0.0,260.0,360.0,1.0,Urban,Y,5.560681631015528
LP002940,Male,No,0,Not Graduate,No,3833,0.0,110.0,360.0,1.0,Rural,Y,4.700480365792417
LP002941,Male,Yes,2,Not Graduate,Yes,6383,1000.0,187.0,360.0,1.0,Rural,N,5.231108616854587
LP002943,Male,No,0,Graduate,No,2987,0.0,88.0,360.0,0.0,Semiurban,N,4.477336814478207
LP002945,Male,Yes,0,Graduate,Yes,9963,0.0,180.0,360.0,1.0,Rural,Y,5.19295685089021
LP002948,Male,Yes,2,Graduate,No,5780,0.0,192.0,360.0,1.0,Urban,Y,5.2574953720277815
LP002949,Female,No,3+,Graduate,No,416,41667.0,350.0,180.0,1.0,Urban,N,5.857933154483459
LP002950,Male,Yes,0,Not Graduate,No,2894,2792.0,155.0,360.0,1.0,Rural,Y,5.043425116919247
LP002953,Male,Yes,3+,Graduate,No,5703,0.0,128.0,360.0,1.0,Urban,Y,4.852030263919617
LP002958,Male,No,0,Graduate,No,3676,4301.0,172.0,360.0,1.0,Rural,Y,5.147494476813453
LP002959,Female,Yes,1,Graduate,No,12000,0.0,496.0,360.0,1.0,Semiurban,Y,6.206575926724928
LP002960,Male,Yes,0,Not Graduate,No,2400,3800.0,128.0,180.0,1.0,Urban,N,4.852030263919617
LP002961,Male,Yes,1,Graduate,No,3400,2500.0,173.0,360.0,1.0,Semiurban,Y,5.153291594497779
LP002964,Male,Yes,2,Not Graduate,No,3987,1411.0,157.0,360.0,1.0,Rural,Y,5.056245805348308
LP002974,Male,Yes,0,Graduate,No,3232,1950.0,108.0,360.0,1.0,Rural,Y,4.68213122712422
LP002978,Female,No,0,Graduate,No,2900,0.0,71.0,360.0,1.0,Rural,Y,4.2626798770413155
LP002979,Male,Yes,3+,Graduate,No,4106,0.0,40.0,180.0,1.0,Rural,Y,3.6888794541139363
LP002983,Male,Yes,1,Graduate,No,8072,240.0,253.0,360.0,1.0,Urban,Y,5.53338948872752
LP002984,Male,Yes,2,Graduate,No,7583,0.0,187.0,360.0,1.0,Urban,Y,5.231108616854587
LP002990,Female,No,0,Graduate,Yes,4583,0.0,133.0,360.0,0.0,Semiurban,N,4.890349128221754
